gene	chrom	start	end	strand
ANGPTL7	1	11249411	11256038	+
ANGPTL8	19	11350294	11352619	+
ANHX	12	133794897	133812463	-
ANK1	8	41510743	41754259	-
ANK2	4	113627173	114304896	+
ANK3	10	61786055	62493286	-
ANKAR	2	190539395	190611376	+
ANKDD1A	15	65204100	65251033	+
ANKDD1B	5	74907277	74967671	+
ANKEF1	20	10015634	10038949	+
ANKFN1	17	54230835	54594377	+
ANKFY1	17	4067111	4167274	-
ANKH	5	14704908	14871887	-
ANKHD1	5	139781398	139919434	+
ANKHD1-EIF4EBP3	5	139781398	139929163	+
ANKIB1	7	91875287	92030697	+
ANKK1	11	113258500	113271138	+
ANKLE1	19	17392709	17398455	+
ANKLE2	12	133302089	133338418	-
ANKMY1	2	241418838	241500527	-
ANKMY2	7	16639404	16685379	-
ANKRA2	5	72848015	72861464	-
ANKRD1	10	92671853	92680844	-
ANKRD10	13	111530886	111567416	-
ANKRD11	16	89334039	89556969	-
ANKRD12	18	9136778	9285983	+
ANKRD13A	12	110437234	110477568	+
ANKRD13B	17	27920149	27941779	+
ANKRD13C	1	70724681	70820405	-
ANKRD13D	11	67056773	67069955	+
ANKRD16	10	5903578	5931860	-
ANKRD17	4	73939092	74124515	-
ANKRD18A	9	38571360	38620593	-
ANKRD18B	9	33524248	33575440	+
ANKRD18CP	9	99918174	100001024	-
ANKRD18DP	3	197784404	197807542	-
ANKRD19P	9	95571892	95600739	+
ANKRD2	10	99332197	99343641	+
ANKRD20A1	9	67926376	67969840	+
ANKRD20A11P	21	15316099	15352765	-
ANKRD20A12P	1	142697420	142713605	-
ANKRD20A19P	13	24481422	24523454	-
ANKRD20A4-ANKRD20A20P	9	69381811	69481660	+
ANKRD20A5P	18	14179095	14227049	+
ANKRD20A8P	2	95426672	95522820	-
ANKRD20A9P	13	19385282	19446107	-
ANKRD22	10	90579652	90611601	-
ANKRD23	2	97503648	97509758	-
ANKRD24	19	4183350	4224811	+
ANKRD26	10	27293044	27389423	-
ANKRD26P1	16	46503248	46603009	-
ANKRD26P3	13	19836939	19919113	-
ANKRD27	19	33087911	33166086	-
ANKRD28	3	15708743	15901321	-
ANKRD29	18	21178889	21242875	-
ANKRD30A	10	37414784	37521495	+
ANKRD30B	18	14748170	14854258	+
ANKRD30BL	2	132905166	133015606	-
ANKRD30BP2	21	14410486	14490571	+
ANKRD30BP3	10	45650109	45681489	+
ANKRD31	5	74364121	74532703	-
ANKRD33	12	52281886	52285511	+
ANKRD33B	5	10564181	10657928	+
ANKRD34A	1	145470514	145475647	+
ANKRD34B	5	79852573	79866099	-
ANKRD34C	15	79575063	79590581	+
ANKRD34C-AS1	15	79484048	79576287	-
ANKRD35	1	145549208	145568526	+
ANKRD36	2	97778889	97930257	+
ANKRD36B	2	98121260	98206428	-
ANKRD36BP1	1	168214818	168216668	-
ANKRD36BP2	2	89065418	89106109	+
ANKRD36C	2	96514679	96657572	-
ANKRD37	4	186317994	186321391	+
ANKRD39	2	97513726	97523753	-
ANKRD40	17	48770558	48785275	-
ANKRD40CL	17	48838390	48844879	-
ANKRD42	11	82904753	82967141	+
ANKRD44	2	197851385	198175504	-
ANKRD44-AS1	2	198062714	198063997	+
ANKRD44-IT1	2	198115581	198167243	-
ANKRD45	1	173577474	173638990	-
ANKRD46	8	101521979	101571987	-
ANKRD49	11	94227149	94232744	+
ANKRD50	4	125585202	125633887	-
ANKRD52	12	56631590	56652168	-
ANKRD53	2	71205574	71212629	+
ANKRD54	22	38226861	38245325	-
ANKRD55	5	55395506	55529157	-
ANKRD6	6	90142870	90343553	+
ANKRD60	20	56791181	56803709	-
ANKRD61	7	6071006	6076183	+
ANKRD62	18	12093841	12129748	+
ANKRD62P1-PARP4P3	22	17134598	17156430	-
ANKRD63	15	40570572	40574787	-
ANKRD65	1	1353799	1356824	-
ANKRD66	6	46714653	46726954	+
ANKRD7	7	117864757	117882784	+
ANKRD9	14	102968104	102976113	-
ANKS1A	6	34857031	35059183	+
ANKS1B	12	99128568	100378432	-
ANKS3	16	4746510	4784378	-
ANKS4B	16	21245019	21265171	+
ANKS6	9	101494290	101558837	-
ANKUB1	3	149478889	149510341	-
ANKZF1	2	220094527	220101401	+
ANLN	7	36429470	36493400	+
ANO1	11	69832012	70035636	+
ANO10	3	43407339	43733086	-
ANO2	12	5671821	6055398	-
ANO3	11	26210669	26684836	+
ANO3-AS1	11	26307131	26309554	-
ANO4	12	101188553	101522419	+
ANO5	11	22214630	22304903	+
ANO6	12	45609877	45834187	+
ANO7	2	242128091	242165390	+
ANO8	19	17434031	17445664	-
ANO9	11	417937	442011	-
ANOS1	X	8496914	8700178	-
ANP32A	15	69070874	69113234	-
ANP32A-IT1	15	69096159	69099440	-
ANP32AP1	15	35529526	35530264	+
ANP32B	9	100745622	100778224	+
ANP32C	4	165118158	165118863	-
ANP32D	12	48866341	48867405	+
ANP32E	1	150190716	150208460	-
ANPEP	15	90328125	90358084	-
ANTKMT	16	771145	772590	+
ANTXR1	2	69240275	69476459	+
ANTXR2	4	80822299	80994626	-
ANTXRL	10	47658232	47701443	+
ANTXRLP1	10	47590260	47640844	-
ANXA1	9	75766780	75785309	+
ANXA10	4	169013687	169108887	+
ANXA11	10	81910644	81965564	-
ANXA13	8	124693033	124749633	-
ANXA2	15	60639349	60690185	-
ANXA2P1	4	154228620	154229963	-
ANXA2P2	9	33624222	33625532	+
ANXA2P3	10	66585284	66586634	+
ANXA2R	5	43039472	43043349	-
ANXA3	4	79472923	79531599	+
ANXA4	2	69870939	70054244	+
ANXA5	4	122589100	122618135	-
ANXA6	5	150480266	150537340	-
ANXA7	10	75134858	75173816	-
ANXA8	10	47157983	48271368	-
ANXA8L1	10	47747035	47763035	+
ANXA9	1	150954767	150968109	+
AOAH	7	36552548	36764154	-
AOAH-IT1	7	36637439	36639726	-
AOC1	7	150549604	150558592	+
AOC2	17	40996596	41002724	+
AOC3	17	41003200	41010147	+
AOC4P	17	41019161	41021234	+
AOPEP	9	97488950	97849500	+
AOX1	2	201450736	201536217	+
AOX3P-AOX2P	2	201560445	201659638	+
AP1AR	4	113152942	113194266	+
AP1B1	22	29723668	29784572	-
AP1B1P1	22	32517963	32529456	+
AP1G1	16	71762904	71842737	-
AP1G2	14	24028775	24037000	-
AP1M1	19	16308721	16356714	+
AP1M2	19	10683346	10697988	-
AP1S1	7	100797756	100804557	+
AP1S2	X	15843928	15872936	-
AP1S3	2	224620042	224702299	-
AP2A1	19	50270257	50310371	+
AP2A2	11	925808	1012245	+
AP2B1	17	33914340	34053430	+
AP2M1	3	183892633	183901879	+
AP2S1	19	47341392	47354103	-
AP3B1	5	77296345	77590522	-
AP3B2	15	83328032	83378660	-
AP3D1	19	2100986	2151565	-
AP3M1	10	75880012	75910586	-
AP3M2	8	42010463	42028701	+
AP3S1	5	115177631	115249778	+
AP3S2	15	90373830	90437226	-
AP4B1	1	114436816	114447650	-
AP4B1-AS1	1	114355233	114443859	+
AP4E1	15	51200879	51298092	+
AP4M1	7	99699265	99706647	+
AP4S1	14	31494311	31565656	+
AP5B1	11	65541368	65548447	-
AP5M1	14	57735688	57765460	+
AP5S1	20	3801170	3809485	+
AP5Z1	7	4815253	4834028	+
APAF1	12	99039067	99129211	+
APBA1	9	72042447	72287287	-
APBA2	15	29131119	29410516	+
APBA3	19	3750769	3761690	-
APBB1	11	6416353	6440683	-
APBB1IP	10	26727269	26856732	+
APBB2	4	40812043	41216559	-
APBB3	5	139937852	139944189	-
APC	5	112043194	112181936	+
APC2	19	1450119	1473243	+
APCDD1	18	10454631	10489946	+
APCDD1L	20	57034159	57090455	-
APCDD1L-DT	20	57090434	57194948	+
APCS	1	159557615	159558655	+
APEH	3	49711783	49721404	+
APELA	4	165798329	165818679	+
APEX1	14	20923384	20925926	+
APEX2	X	55026795	55035490	+
APH1A	1	150237798	150241609	-
APH1B	15	63569748	63601325	+
API5	11	43333545	43366079	+
APIP	11	34903842	34937926	-
APLF	2	68694716	68807294	+
APLN	X	128779235	128788933	-
APLNR	11	57001050	57004927	-
APLP1	19	36359346	36370699	+
APLP2	11	129939788	130014706	+
APMAP	20	24943560	24973387	-
APOA1	11	116706466	116708666	-
APOA1-AS	11	116706832	116726445	+
APOA2	1	161192081	161193418	-
APOA4	11	116691415	116694020	-
APOA5	11	116660082	116663136	-
APOB	2	21224300	21266945	-
APOBEC1	12	7801995	7823195	-
APOBEC2	6	41020939	41032630	+
APOBEC3A	22	39353613	39359189	+
APOBEC3A_B	22	39353526	39388783	+
APOBEC3B	22	39378351	39388784	+
APOBEC3B-AS1	22	39387563	39394225	-
APOBEC3C	22	39410261	39416357	+
APOBEC3D	22	39417131	39429282	+
APOBEC3F	22	39436868	39451975	+
APOBEC3G	22	39473009	39483748	+
APOBEC3H	22	39493228	39500072	+
APOBEC4	1	183615410	183622451	-
APOBR	16	28505963	28510285	+
APOC1	19	45417581	45422601	+
APOC1P1	19	45430059	45434643	+
APOC2	19	45449307	45452822	+
APOC3	11	116700622	116703788	+
APOC4	19	45445493	45448753	+
APOC4-APOC2	19	45445494	45452822	+
APOD	3	195295575	195310811	-
APOE	19	45409052	45412652	+
APOF	12	56754351	56756641	-
APOH	17	64208150	64225533	-
APOL1	22	36649116	36663577	+
APOL2	22	36622254	36636000	-
APOL3	22	36536370	36562225	-
APOL4	22	36585175	36600879	-
APOL5	22	36113918	36125529	+
APOL6	22	36044492	36064451	+
APOLD1	12	12878850	12944399	+
APOM	6	31620180	31625987	+
APOO	X	23851475	23926055	-
APOOL	X	84258882	84348321	+
APOOP5	16	59788044	59789095	-
APP	21	27252860	27543446	-
APPBP2	17	58520509	58603603	-
APPL1	3	57261756	57307498	+
APPL2	12	105567074	105630008	-
APRT	16	88875746	88878336	-
APTR	7	77286976	77326662	-
APTX	9	32972603	33025118	-
AQP1	7	30951467	30965131	+
AQP10	1	154293568	154297801	+
AQP11	11	77300679	77321401	+
AQP12A	2	241631282	241637900	+
AQP12B	2	241615834	241622302	-
AQP2	12	50344519	50352661	+
AQP3	9	33441159	33447591	-
AQP4	18	24432001	24445767	-
AQP4-AS1	18	24445271	24515910	+
AQP5	12	50355654	50359465	+
AQP6	12	50366729	50370922	+
AQP7	9	33383190	33402680	-
AQP7P1	9	67270214	67289492	-
AQP7P3	9	42858151	67289251	+
AQP8	16	25228267	25240253	+
AQP9	15	58430367	58478110	+
AQR	15	35143982	35261943	-
AR	X	66763862	66950461	+
ARAF	X	47420498	47431320	+
ARAP1	11	72396113	72463434	-
ARAP1-AS2	11	72411518	72416652	+
ARAP2	4	36007025	36246136	-
ARAP3	5	141032968	141061797	-
ARC	8	143692409	143695840	-
ARCN1	11	118443101	118473747	+
AREG	4	75310852	75490480	+
AREL1	14	75127958	75179783	-
ARF1	1	228270360	228286913	+
ARF3	12	49329505	49351270	-
ARF4	3	57557089	57583071	-
ARF4-AS1	3	57583515	57586642	+
ARF5	7	127228464	127231754	+
ARF6	14	50359799	50363772	+
ARFGAP1	20	61904136	61921142	+
ARFGAP2	11	47185848	47198676	-
ARFGAP3	22	43192508	43253279	-
ARFGEF1	8	68109892	68256016	-
ARFGEF2	20	47538247	47653230	+
ARFGEF3	6	138483075	138665800	+
ARFIP1	4	153701088	153833509	+
ARFIP2	11	6497748	6502561	-
ARFRP1	20	62329994	62339365	-
ARG1	6	131894365	131905469	+
ARG2	14	68086636	68118422	+
ARGFX	3	121286795	121309469	+
ARGFXP2	17	30477386	30478590	-
ARGLU1	13	107194020	107220485	-
ARHGAP1	11	46698630	46722169	-
ARHGAP10	4	148653238	148993927	+
ARHGAP11A	15	32907344	32932142	+
ARHGAP11A-SCG5	15	32907676	32989299	+
ARHGAP11B	15	30918350	30941385	+
ARHGAP12	10	32094325	32217804	-
ARHGAP15	2	143886987	144525921	+
ARHGAP17	16	24930711	25026690	-
ARHGAP18	6	129897276	130031322	-
ARHGAP19	10	98981929	99052430	-
ARHGAP19-SLIT1	10	98912798	99052430	-
ARHGAP20	11	110447766	110583912	-
ARHGAP21	10	24872542	25012816	-
ARHGAP22	10	49654078	49864310	-
ARHGAP22-IT1	10	49717894	49719632	-
ARHGAP23	17	36584707	36668621	+
ARHGAP24	4	86396302	86923819	+
ARHGAP25	2	68961942	69053957	+
ARHGAP26	5	142149941	142608576	+
ARHGAP26-AS1	5	142239169	142248475	-
ARHGAP26-IT1	5	142572064	142573731	+
ARHGAP27	17	43471273	43510236	-
ARHGAP27P1	17	62774256	62777622	-
ARHGAP27P1-BPTFP1-KPNA2P3	17	62745779	62778117	-
ARHGAP27P2	17	66194800	66196443	+
ARHGAP28	18	6729714	6915712	+
ARHGAP29	1	94634460	94713302	-
ARHGAP30	1	161016735	161039681	-
ARHGAP31	3	119013229	119139561	+
ARHGAP31-AS1	3	119033139	119041607	-
ARHGAP32	11	128834954	129149413	-
ARHGAP33	19	36266465	36279724	+
ARHGAP35	19	47364253	47508333	+
ARHGAP36	X	130192319	130223859	+
ARHGAP39	8	145754562	145911231	-
ARHGAP4	X	153172831	153191718	-
ARHGAP40	20	37230451	37279296	+
ARHGAP42	11	100558018	100864672	+
ARHGAP42-AS1	11	100554891	100558686	-
ARHGAP44	17	12692814	12894960	+
ARHGAP45	19	1065957	1087830	+
ARHGAP5	14	32546509	32628934	+
ARHGAP5-AS1	14	32544624	32545905	-
ARHGAP6	X	11155664	11684040	-
ARHGAP8	22	45148437	45258664	+
ARHGAP9	12	57866051	57882607	-
ARHGDIA	17	79825596	79829213	-
ARHGDIB	12	15094948	15114535	-
ARHGDIG	16	330590	333010	+
ARHGEF1	19	42387250	42411604	+
ARHGEF10	8	1772091	1906807	+
ARHGEF10L	1	17866192	18024370	+
ARHGEF11	1	156904631	157016695	-
ARHGEF12	11	120207121	120360646	+
ARHGEF15	17	8213558	8225834	+
ARHGEF16	1	3371228	3397677	+
ARHGEF17	11	73019320	73080433	+
ARHGEF18	19	7413841	7537364	+
ARHGEF19	1	16524348	16539147	-
ARHGEF2	1	155916629	155949351	-
ARHGEF25	12	58003898	58011028	+
ARHGEF26	3	153838791	153975616	+
ARHGEF26-AS1	3	153742189	153838999	-
ARHGEF28	5	72921982	73237818	+
ARHGEF3	3	56761447	57113296	-
ARHGEF3-AS1	3	56974067	56994880	+
ARHGEF33	2	39117015	39202593	+
ARHGEF34P	7	143956088	143983096	-
ARHGEF35	7	143883175	143892972	-
ARHGEF35-AS1	7	143892413	143996682	+
ARHGEF37	5	148961060	149014530	+
ARHGEF38	4	106473776	106602071	+
ARHGEF38-IT1	4	106482747	106491392	+
ARHGEF39	9	35659339	35665192	-
ARHGEF4	2	131594486	131804826	+
ARHGEF40	14	21538462	21558406	+
ARHGEF5	7	144052494	144077725	+
ARHGEF6	X	135747711	135863091	-
ARHGEF7	13	111766965	111958081	+
ARHGEF7-AS1	13	111796651	111800912	-
ARHGEF7-AS2	13	111766158	111768025	-
ARHGEF9	X	62854846	63005094	-
ARHGEF9-IT1	X	62890075	62891382	-
ARID1A	1	27022505	27108595	+
ARID1B	6	157097159	157531913	+
ARID2	12	46123488	46301820	+
ARID3A	19	926034	975937	+
ARID3B	15	74833517	74890472	+
ARID3C	9	34621045	34629052	-
ARID4A	14	58765221	58840591	+
ARID4B	1	235330209	235491494	-
ARID5A	2	97202488	97218375	+
ARID5B	10	63661457	63856703	+
ARIH1	15	72766670	72895328	+
ARIH2	3	48956274	49023815	+
ARIH2OS	3	48955220	48956818	-
ARL1	12	101786893	101801598	-
ARL10	5	175792470	175808912	+
ARL11	13	50202642	50208008	+
ARL13A	X	100224696	100245820	+
ARL13B	3	93698982	93774522	+
ARL14	3	160394947	160396235	+
ARL14EP	11	30344650	30359770	+
ARL14EPL	5	115368168	115395186	+
ARL15	5	53179771	53606403	-
ARL16	17	79648194	79650954	-
ARL17A	17	43623168	45126718	+
ARL17B	17	44351549	45137515	-
ARL2	11	64781631	64789656	+
ARL2-SNX15	11	64781584	64808044	+
ARL2BP	16	57279170	57287547	+
ARL3	10	104433487	104474154	-
ARL4A	7	12726451	12730583	+
ARL4C	2	235401685	235405725	-
ARL4D	17	41476360	41478505	+
ARL5A	2	152655310	152684935	-
ARL5B	10	18948359	18970568	+
ARL5C	17	37313146	37322414	-
ARL6	3	97483364	97520086	+
ARL6IP1	16	18802988	18812871	-
ARL6IP4	12	123464606	123467460	+
ARL6IP5	3	69134087	69155243	+
ARL6IP6	2	153574161	153618910	+
ARL8A	1	202102531	202113871	-
ARL8B	3	5163976	5222596	+
ARL9	4	57371374	57390622	+
ARLNC1	16	80862631	80926493	-
ARMC1	8	66514690	66546452	-
ARMC10	7	102715327	102740210	+
ARMC12	6	35704808	35716856	+
ARMC2	6	109169618	109295677	+
ARMC2-AS1	6	109229342	109245306	-
ARMC3	10	23216952	23327452	+
ARMC4	10	28101096	28288008	-
ARMC4P1	10	27547690	27623984	+
ARMC5	16	31469624	31478488	+
ARMC6	19	19144411	19168985	+
ARMC7	17	73106063	73126367	+
ARMC8	3	137906089	138017228	+
ARMC9	2	232063344	232241559	+
ARMCX1	X	100805529	100809675	+
ARMCX2	X	100910267	100914835	-
ARMCX3	X	100878119	100882833	+
ARMCX4	X	100673265	100790975	+
ARMCX5	X	101854133	101859085	+
ARMCX5-GPRASP2	X	101854275	102163032	+
ARMCX6	X	100870107	100872991	-
ARMH1	1	45140385	45191263	+
ARMH2	6	24797562	24799145	-
ARMH3	10	103605355	103815930	-
ARMH4	14	58467482	58618931	-
ARMS2	10	124214168	124216868	+
ARMT1	6	151773392	151791234	+
ARNT	1	150782189	150849075	-
ARNT2	15	80696723	80890274	+
ARNTL	11	13298198	13408812	+
ARNTL2	12	27485768	27578746	+
ARNTL2-AS1	12	27542721	27599567	-
ARPC1A	7	98923495	98963885	+
ARPC1B	7	98972352	98992439	+
ARPC2	2	219081911	219119071	+
ARPC3	12	110872627	110888216	-
ARPC4	3	9834178	9849408	+
ARPC4-TTLL3	3	9834231	9878040	+
ARPC5	1	183589980	183604918	-
ARPC5L	9	127624408	127640012	+
ARPIN	15	90438238	90456184	-
ARPIN-AP3S2	15	90373830	90456184	-
ARPP19	15	52839241	52861643	-
ARPP21	3	35680344	35835988	+
ARR3	X	69488183	69501690	+
ARRB1	11	74971165	75062705	-
ARRB2	17	4613926	4624792	+
ARRDC1	9	140500091	140509812	+
ARRDC1-AS1	9	140509783	140513347	-
ARRDC2	19	18111932	18124911	+
ARRDC3	5	90664447	90679134	-
ARRDC3-AS1	5	90676163	90716532	+
ARRDC4	15	98503932	98517063	+
ARRDC5	19	4890448	4902908	-
ARSA	22	51061181	51066580	-
ARSB	5	78073036	78281781	-
ARSD	X	2822012	2847380	-
ARSD-AS1	X	2822944	2824163	+
ARSF	X	2958274	3030770	+
ARSG	17	66255310	66448160	+
ARSH	X	2924586	2952151	+
ARSI	5	149675905	149682468	-
ARSJ	4	114821439	114900803	-
ARSK	5	94890804	94940806	+
ARSL	X	2852561	2886286	-
ART1	11	3666357	3685646	+
ART3	4	76932342	77033939	+
ART4	12	14978502	14996460	-
ART5	11	3659735	3663546	-
ARTN	1	44398991	44402912	+
ARV1	1	231114839	231136479	+
ARVCF	22	19957418	20004346	-
ARX	X	25021810	25034082	-
AS-PTPRE	10	129855995	129860689	-
AS3MT	10	104629226	104661655	+
ASAH1	8	17913500	17942470	-
ASAH2	10	51944620	52011276	-
ASAH2B	10	52499695	52519012	+
ASAP1	8	131064350	131455920	-
ASAP1-IT1	8	131307600	131308779	-
ASAP1-IT2	8	131094983	131097014	-
ASAP2	2	9346893	9545812	+
ASAP3	1	23755055	23810672	-
ASB1	2	239335567	239360891	+
ASB10	7	150872784	150884879	-
ASB11	X	15299830	15333762	-
ASB12	X	63444073	63450487	-
ASB13	10	5680829	5708558	-
ASB14	3	57302369	57326713	-
ASB15	7	123241874	123279534	+
ASB15-AS1	7	123254214	123265011	-
ASB16	17	42248071	42256452	+
ASB16-AS1	17	42253341	42264085	-
ASB17	1	76384557	76398089	-
ASB18	2	237102094	237172988	-
ASB2	14	94400511	94442916	-
ASB3	2	53897116	54014090	-
ASB4	7	95115212	95169545	+
ASB5	4	177134825	177190373	-
ASB6	9	132396882	132404448	-
ASB7	15	101142754	101191904	+
ASB8	12	48541571	48551298	-
ASB9	X	15262108	15288589	-
ASB9P1	15	93338713	93340338	+
ASCC1	10	73855789	73976892	-
ASCC2	22	30184600	30234263	-
ASCC3	6	100956070	101329248	-
ASCL1	12	103351451	103354289	+
ASCL2	11	2289727	2291818	-
ASCL3	11	8959118	8964580	-
ASCL4	12	108168161	108170421	+
ASCL5	1	201083080	201084500	-
ASDURF	2	190526124	190531127	+
ASF1A	6	119215315	119230335	+
ASF1B	19	14230323	14247401	-
ASGR1	17	7076750	7082883	-
ASGR2	17	7004640	7018130	-
ASH1L	1	155305058	155532594	-
ASH1L-AS1	1	155531832	155533735	+
ASH2L	8	37963010	37997598	+
ASIC1	12	50451378	50477405	+
ASIC2	17	31340105	32483825	-
ASIC3	7	150745378	150749843	+
ASIC4	2	220379203	220403494	+
ASIC5	4	156750880	156787429	-
ASIP	20	32782367	32857150	+
ASL	7	65540805	65558560	+
ASNS	7	97480988	97557753	-
ASNSD1	2	190526124	190535557	+
ASNSP1	8	47490836	47529265	-
ASPA	17	3377403	3406699	+
ASPDH	19	51014859	51017941	-
ASPG	14	104552036	104581919	+
ASPH	8	62413114	62627199	-
ASPHD1	16	29911808	29917377	+
ASPHD2	22	26825225	26840981	+
ASPM	1	197053256	197115824	-
ASPN	9	95218488	95244788	-
ASPRV1	2	70187220	70189397	-
ASPSCR1	17	79935504	79975282	+
ASRGL1	11	62104919	62160884	+
ASS1	9	133320093	133376661	+
ASTE1	3	130732716	130745698	-
ASTL	2	96789588	96804175	-
ASTN1	1	176826440	177134040	-
ASTN2	9	119185390	120177335	-
ASTN2-AS1	9	119266561	119324572	+
ASXL1	20	30946133	31027122	+
ASXL2	2	25956621	26101356	-
ASXL3	18	31158182	31331158	+
ASZ1	7	117003275	117067547	-
ATAD1	10	89511268	89577988	-
ATAD2	8	124332090	124408687	-
ATAD2B	2	23971533	24149993	-
ATAD3A	1	1447541	1470067	+
ATAD3B	1	1407144	1433228	+
ATAD3C	1	1385068	1405542	+
ATAD5	17	29158983	29222883	+
ATAT1	6	30594650	30614598	+
ATCAY	19	3880682	3928080	+
ATE1	10	123499935	123688316	-
ATE1-AS1	10	123687826	123711480	+
ATF1	12	51157883	51214945	+
ATF2	2	175936977	176032934	-
ATF3	1	212738675	212794119	+
ATF4	22	39916563	39918691	+
ATF5	19	50431958	50437193	+
ATF6	1	161736109	161933860	+
ATF6B	6	32083040	32096023	-
ATF7	12	53901639	54020199	-
ATF7-NPFF	12	53900471	54020166	-
ATF7IP	12	14518565	14655869	+
ATF7IP2	16	10479917	10577495	+
ATG10	5	81267841	81551952	+
ATG101	12	52463757	52471279	+
ATG12	5	115163896	115177262	-
ATG13	11	46638825	46697568	+
ATG14	14	55833108	55878548	-
ATG16L1	2	234160216	234204320	+
ATG16L2	11	72525455	72540680	+
ATG2A	11	64662017	64684681	-
ATG2B	14	96745531	96829678	-
ATG3	3	112251356	112280809	-
ATG4A	X	107334896	107397901	+
ATG4B	2	242577107	242613271	+
ATG4C	1	63249776	63331185	+
ATG4D	19	10654579	10664094	+
ATG5	6	106632351	106773695	-
ATG7	3	11314082	11606126	+
ATG9A	2	220084101	220094358	-
ATG9B	7	150709296	150721586	-
ATIC	2	216176781	216214487	+
ATL1	14	50999799	51099784	+
ATL2	2	38521095	38605726	-
ATL3	11	63391558	63439446	-
ATM	11	108093558	108239829	+
ATMIN	16	81069446	81080955	+
ATN1	12	7033621	7051484	+
ATOH1	4	94749903	94752115	+
ATOH7	10	69990351	69991870	-
ATOH8	2	85981113	86018506	+
ATOX1	5	151122382	151138192	-
ATP10A	15	25923859	26108349	-
ATP10B	5	159990126	160279218	-
ATP10D	4	47487291	47595503	+
ATP11A	13	113344642	113541482	+
ATP11A-AS1	13	113399762	113409045	-
ATP11AUN	13	113301357	113338811	+
ATP11B	3	182511291	182639417	+
ATP11C	X	138808506	139015212	-
ATP12A	13	25254545	25286610	+
ATP13A1	19	19756009	19774485	-
ATP13A2	1	17312452	17338423	-
ATP13A3	3	194123402	194207731	-
ATP13A4	3	193116755	193272684	-
ATP13A4-AS1	3	193271001	193273373	+
ATP13A5	3	192992577	193096542	-
ATP13A5-AS1	3	193025032	193032310	+
ATP1A1	1	116915865	116947396	+
ATP1A1-AS1	1	116935486	116961244	-
ATP1A2	1	160085548	160113374	+
ATP1A3	19	42470733	42498382	-
ATP1A4	1	160121392	160156770	+
ATP1B1	1	169075927	169101957	+
ATP1B2	17	7549944	7561089	+
ATP1B3	3	141595484	141645390	+
ATP1B4	X	119495943	119517091	+
ATP23	12	58335349	58352931	+
ATP2A1	16	28889808	28915832	+
ATP2A1-AS1	16	28890277	28891242	-
ATP2A2	12	110719051	110788897	+
ATP2A3	17	3827162	3867758	-
ATP2B1	12	89981825	90103143	-
ATP2B1-AS1	12	90102731	90105729	+
ATP2B2	3	10365706	10661646	-
ATP2B2-IT2	3	10667700	10668492	-
ATP2B3	X	152801579	152848387	+
ATP2B4	1	203595914	203713209	+
ATP2C1	3	130569438	130735555	+
ATP2C2	16	84402128	84497793	+
ATP2C2-AS1	16	84492864	84500967	-
ATP4A	19	36040932	36054560	-
ATP4B	13	114303120	114312513	-
ATP5F1A	18	43660213	43684199	-
ATP5F1B	12	57031958	57039768	-
ATP5F1C	10	7830066	7849762	+
ATP5F1D	19	1241749	1244824	+
ATP5F1E	20	57600529	57607390	-
ATP5IF1	1	28562601	28564616	+
ATP5MC1	17	46970148	46973232	+
ATP5MC2	12	54058943	54070114	-
ATP5MC3	2	176040985	176046438	-
ATP5MD	10	105148808	105156232	-
ATP5ME	4	666224	668065	-
ATP5MF	7	99055780	99063790	-
ATP5MF-PTCD1	7	99014361	99063790	-
ATP5MG	11	118272103	118280562	+
ATP5MGL	22	43035808	43036607	-
ATP5MPL	14	104378624	104387866	-
ATP5PB	1	111992085	112005395	+
ATP5PD	17	73034957	73043064	-
ATP5PF	21	27096790	27107965	-
ATP5PO	21	35275756	35288108	-
ATP6AP1	X	153657022	153664862	+
ATP6AP1L	5	81574468	81615751	+
ATP6AP2	X	40440221	40466100	+
ATP6V0A1	17	40610895	40674597	+
ATP6V0A2	12	124196899	124246301	+
ATP6V0A4	7	138391038	138482941	-
ATP6V0B	1	44440631	44443967	+
ATP6V0C	16	2563726	2570224	+
ATP6V0CP3	6	42695313	42695932	+
ATP6V0D1	16	67471921	67515060	-
ATP6V0D2	8	87111138	87166454	+
ATP6V0E1	5	172410773	172462448	+
ATP6V0E2	7	149570052	149577801	+
ATP6V0E2-AS1	7	149564782	149570951	-
ATP6V1A	3	113465881	113530903	+
ATP6V1B1	2	71163029	71192561	+
ATP6V1B1-AS1	2	71169142	71175741	-
ATP6V1B2	8	20054891	20079207	+
ATP6V1C1	8	104033310	104085279	+
ATP6V1C2	2	10861755	10925236	+
ATP6V1D	14	67804588	67826521	-
ATP6V1E1	22	18074902	18111588	-
ATP6V1E2	2	46738985	46769716	-
ATP6V1F	7	128502909	128505901	+
ATP6V1FNB	7	128506383	128512101	+
ATP6V1G1	9	117350048	117361159	+
ATP6V1G2	6	31512220	31514519	-
ATP6V1G2-DDX39B	6	31497995	31514625	-
ATP6V1G3	1	198492351	198510075	-
ATP6V1H	8	54628102	54755871	-
ATP7A	X	77166152	77305892	+
ATP7B	13	52506805	52585630	-
ATP8A1	4	42410390	42659122	-
ATP8A2	13	25946111	26599989	+
ATP8B1	18	55313658	55470547	-
ATP8B2	1	154298000	154323780	+
ATP8B3	19	1782073	1812275	-
ATP8B4	15	50150434	50411430	-
ATP8B5P	9	35406751	35483026	+
